codiceistat,siglaprov,comune,localita,indirizzo,long,lat
051002,AR,AREZZO,AREZZO,VIA ANGIOLO POLIZIANO,11.871960,43.455238
051002,AR,AREZZO,AREZZO,VIA ANTONIO CECCHI,11.870907,43.453974
051002,AR,AREZZO,AREZZO,VIA ANTONIO CURINA,11.898221,43.461828
051002,AR,AREZZO,AREZZO,VIA ANTONIO CURINA,11.897931,43.460935
051002,AR,AREZZO,AREZZO,VIA ANTONIO DA SAN GALLO,11.889824,43.464161
051002,AR,AREZZO,,VIA ANTONIO FOGAZZARO,11.865652,43.448791
051002,AR,AREZZO,AREZZO,VIA ANTONIO GUADAGNOLI,11.882211,43.460179
051002,AR,AREZZO,AREZZO,VIA ANTONIO MEUCCI,11.863293,43.468643
051002,AR,AREZZO,AREZZO,VIA ANTONIO NARDI,11.876098,43.470452
051002,AR,AREZZO,,VIA ANTONIO PACINOTTI,11.851814,43.468322
051002,AR,AREZZO,AREZZO,VIA ANTONIO PIGAFETTA,11.867482,43.458443
051002,AR,AREZZO,AREZZO,VIA ANTONIO PIZZUTO,11.857196,43.458682
051002,AR,AREZZO,AREZZO,VIA ANTONIO SIGNORINI,11.898877,43.459574
051002,AR,AREZZO,AREZZO,VIA ANTONIO VIVALDI,11.838835,43.476132
051002,AR,AREZZO,AREZZO,VIA ARCHIANO,11.873140,43.455864
051002,AR,AREZZO,,VIA ARDENGO SOFFICI,11.900098,43.457183
051002,AR,AREZZO,AREZZO,VIA ARNALDO PIERACCINI,11.902126,43.460521
051002,AR,AREZZO,AREZZO,VIA ARNO,11.873883,43.455073
051002,AR,AREZZO,AREZZO,VIA ARRIGO TESTA,11.875425,43.464006
051002,AR,AREZZO,AREZZO,VIA ARTHUR FLAMING,11.854026,43.469541
051002,AR,AREZZO,AREZZO,VIA ARTURO BENEDETTI MICHELANGELI,11.844581,43.475833
051002,AR,AREZZO,AREZZO,VIA ASMARA,11.884170,43.461601
051002,AR,AREZZO,AREZZO,VIA ASSAB,11.881799,43.461405
051002,AR,AREZZO,AREZZO,VIA AUGUSTO RIGHI,11.846545,43.470316
051002,AR,AREZZO,AREZZO,VIA AURELIO SAFFI,11.879910,43.465962
051002,AR,AREZZO,AREZZO,VIA AVIGNONE,11.872860,43.457529
051002,AR,AREZZO,,VIA BADEN POWELL,11.862070,43.452057
051002,AR,AREZZO,AREZZO,VIA BALDACCIO D'ANGHIARI,11.872161,43.465293
051002,AR,AREZZO,AREZZO,VIA BALILLA,11.882679,43.468656
051002,AR,AREZZO,AREZZO,VIA BARSANTI EUGENIO,11.848896,43.464297
051002,AR,AREZZO,AREZZO,VIA BARTOLOMEO DELLA GATTA,11.886245,43.459436
051002,AR,AREZZO,AREZZO,VIA BARTOLOMEO DI SER GORELLO,11.888919,43.462165
051002,AR,AREZZO,AREZZO,VIA BEATO ANGELICO,11.890194,43.459114
051002,AR,AREZZO,AREZZO,VIA BECCHERIA,11.880340,43.464171
051002,AR,AREZZO,AREZZO,VIA BENEDETTO CROCE,11.857231,43.463768
051002,AR,AREZZO,AREZZO,VIA BENEDETTO VARCHI,11.874742,43.467550
051002,AR,AREZZO,CHIASSA-TREGOZZANO,VIA BENEDUCI,11.890517,43.517182
051002,AR,AREZZO,AREZZO,VIA BENJAMIN FRANKLIN,11.845543,43.470145
051002,AR,AREZZO,AREZZO,VIA BENVENUTO CELLINI,11.888034,43.458173
051002,AR,AREZZO,,VIA BERNARDINO CATASTINI,11.913660,43.451813
051002,AR,AREZZO,AREZZO,VIA BERNARDO ROSSELLINO,11.874831,43.466644
051002,AR,AREZZO,AREZZO,VIA BERNARDO TANUCCI,11.897297,43.458894
051002,AR,AREZZO,AREZZO,VIA BICCHIERAIA,11.882438,43.465169
051002,AR,AREZZO,AREZZO,VIA BOLOGNA,11.871750,43.470708
051002,AR,AREZZO,AREZZO,VIA BORGUNTO,11.884116,43.463921
051002,AR,AREZZO,AREZZO,VIA BOTTEGO,11.872355,43.455157
051002,AR,AREZZO,AREZZO,VIA BRAVA,11.877796,43.469421
051002,AR,AREZZO,AREZZO,VIA BUONCONTE DA MONTEFELTRO,11.885662,43.474446
051002,AR,AREZZO,CHIASSA-TREGOZZANO,VIA BUONCONTE DA MONTEFELTRO,11.888844,43.514193
051002,AR,AREZZO,,VIA BUONCONTE DA MONTEFELTRO,11.887788,43.506583
051002,AR,AREZZO,AREZZO,VIA BUONOCONTE DA MONTEFELTRO,11.888248,43.489323
051002,AR,AREZZO,AREZZO,VIA CADUTI DEL LAVORO,11.881289,43.456870
051002,AR,AREZZO,,VIA CADUTI DI EL ALAMEIN,11.851051,43.457872
051002,AR,AREZZO,AREZZO,VIA CAMILLO GOLGI,11.856963,43.472954
051002,AR,AREZZO,AREZZO,VIA CAMPALDINO,11.886350,43.472762
051002,AR,AREZZO,,VIA CAMPO DI MARTE,11.874500,43.460207
051002,AR,AREZZO,AREZZO,VIA CAPANNE,11.852536,43.365787
051002,AR,AREZZO,,VIA CARDINAL MASSAIA,11.872593,43.453679
051002,AR,AREZZO,AREZZO,VIA CARLO ALBERTO DALLA CHIESA,11.868092,43.467313
051002,AR,AREZZO,,VIA CARLO DONAT CATTIN,11.839497,43.460912
051002,AR,AREZZO,AREZZO,VIA CARLO FORLANINI,11.862762,43.469648
051002,AR,AREZZO,,VIA CARLO LINNEO,11.853995,43.473194
051002,AR,AREZZO,AREZZO,VIA CARLO MARSUPINI,11.895406,43.462701
051002,AR,AREZZO,AREZZO,VIA CARLO MATTEUCCI,11.844488,43.469059
051002,AR,AREZZO,AREZZO,VIA CARLO PISACANE,11.858753,43.461847
051002,AR,AREZZO,,VIA CASENTINESE,11.875718,43.488365
051002,AR,AREZZO,AREZZO,VIA CATENAIA,11.869227,43.469261
051002,AR,AREZZO,AREZZO,VIA CAVOUR,11.879758,43.465857
051002,AR,AREZZO,AREZZO,VIA CENNE DELLA CHITARRA,11.875611,43.463500
051002,AR,AREZZO,PALAZZO DEL PERO,VIA CERFONE,11.973342,43.421466
051002,AR,AREZZO,AREZZO,VIA CERTOMONDO,11.886013,43.470670
051002,AR,AREZZO,AREZZO,VIA CESARE BATTISTI,11.866922,43.458647
051002,AR,AREZZO,AREZZO,VIA CHARLES DARWIN,11.854541,43.473985
051002,AR,AREZZO,AREZZO,VIA CHEREN,11.870051,43.456033
051002,AR,AREZZO,AREZZO,VIA CHIARI,11.825114,43.458545
051002,AR,AREZZO,AREZZO,VIA CHIASSAIA,11.879890,43.468288
051002,AR,AREZZO,BATTIFOLLE-RUSCELLO-POGGIOLA,VIA CINGUETTA,11.787265,43.443520
051002,AR,AREZZO,AREZZO,VIA CLAUDIO MONTEVERDI,11.838039,43.476955
051002,AR,AREZZO,,VIA CLAUDIO MONTEVERDI,11.838619,43.477488
051002,AR,AREZZO,AREZZO,VIA CLAUDIO TOLOMEO,11.868023,43.454254
051002,AR,AREZZO,AREZZO,VIA COLCITRONE,11.886115,43.463167
051002,AR,AREZZO,AREZZO,VIA COLONNELLO BETTINI,11.890826,43.460532
051002,AR,AREZZO,,VIA CONCINO CONCINI,11.857915,43.462660
051002,AR,AREZZO,,VIA CORRADO CAGLI,11.896413,43.457608
051002,AR,AREZZO,AREZZO,VIA CORRADO LAZZERI,11.895887,43.462229
051002,AR,AREZZO,AREZZO,VIA CRISTOFORO COLOMBO,11.869595,43.456516
051002,AR,AREZZO,AREZZO,VIA CURTATONE,11.871100,43.457570
051002,AR,AREZZO,AREZZO,VIA DE' MONTETINI,11.881586,43.466515
051002,AR,AREZZO,AREZZO,VIA DE' PECORI,11.880339,43.465735
051002,AR,AREZZO,AREZZO,VIA DE' REDI,11.880996,43.463914
051002,AR,AREZZO,AREZZO,VIA DEGLI ACCOLTI,11.882318,43.454990
051002,AR,AREZZO,AREZZO,VIA DEGLI OPPI,11.896100,43.358880
051002,AR,AREZZO,AREZZO,VIA DEI CAPPUCCINI,11.900101,43.466765
051002,AR,AREZZO,,VIA DEI CAPPUCCINI,11.902069,43.467692
051002,AR,AREZZO,AREZZO,VIA DEI CENCI,11.880177,43.463268
051002,AR,AREZZO,AREZZO,VIA DEI FRATI,11.864439,43.439189
051002,AR,AREZZO,,VIA DEI FRATI,11.864588,43.443843
051002,AR,AREZZO,AREZZO,VIA DEI PALAGI,11.885307,43.465121
051002,AR,AREZZO,PALAZZETTI,VIA DEI PALAZZETTI,11.844789,43.482617
051002,AR,AREZZO,AREZZO,VIA DEI PIANETI,11.855631,43.464331
051002,AR,AREZZO,AREZZO,VIA DEI PILEATI,11.883755,43.465709
051002,AR,AREZZO,AREZZO,VIA DEL BASTIONE,11.880940,43.470316
051002,AR,AREZZO,AREZZO,VIA DEL CASOLINO,11.839436,43.478376
051002,AR,AREZZO,AREZZO,VIA DEL CASTRO,11.866837,43.470838
051002,AR,AREZZO,AREZZO,VIA DEL FOSSO,11.859549,43.480741
051002,AR,AREZZO,AREZZO,VIA DEL GAVARDELLO,11.862289,43.478827
051002,AR,AREZZO,,VIA DEL MASPINO,11.861595,43.480168
051002,AR,AREZZO,AREZZO,VIA DEL MULINACCIO,11.862572,43.478932
051002,AR,AREZZO,,VIA DEL MULINACCIO,11.860144,43.475766
051002,AR,AREZZO,AREZZO,VIA DEL NINFEO,11.883254,43.460746
051002,AR,AREZZO,AREZZO,VIA DEL PANTANINO,11.892343,43.460303
051002,AR,AREZZO,AREZZO,VIA DEL PANTANO,11.895934,43.458938
051002,AR,AREZZO,AREZZO,VIA DEL SARACINO,11.879746,43.466387
051002,AR,AREZZO,AREZZO,VIA DEL TRAMARINO,11.863203,43.478510
051002,AR,AREZZO,AREZZO,VIA DEL TRIONFO,11.870121,43.456703
051002,AR,AREZZO,,VIA DEL VINGONE,11.864897,43.455459
051002,AR,AREZZO,AREZZO,VIA DEL VITA,11.909006,43.458395
051002,AR,AREZZO,AREZZO,VIA DELLA ACROPOLI,11.898611,43.456076
051002,AR,AREZZO,AREZZO,VIA DELLA CELLA,11.887607,43.475542
051002,AR,AREZZO,LA FILANDRA,VIA DELLA CELLA,11.895408,43.481626
051002,AR,AREZZO,,VIA DELLA CELLA,11.896516,43.484947
051002,AR,AREZZO,AREZZO,VIA DELLA CHIMERA,11.874617,43.471601
051002,AR,AREZZO,AREZZO,VIA DELLA FIORAIA,11.881176,43.465817
051002,AR,AREZZO,AREZZO,VIA DELLA FIORANDOLA,11.848714,43.461348
051002,AR,AREZZO,AREZZO,VIA DELLA FONTANELLA,11.885666,43.462519
051002,AR,AREZZO,AREZZO,VIA DELLA FORNACINA,11.914243,43.457239
051002,AR,AREZZO,AREZZO,VIA DELLA GHIRLANDA,11.917527,43.461038
051002,AR,AREZZO,,VIA DELLA GHIRLANDA,11.917445,43.461799
051002,AR,AREZZO,AREZZO,VIA DELLA MADONNA,11.883146,43.462768
051002,AR,AREZZO,AREZZO,VIA DELLA MAGNANINA,11.876733,43.446966
051002,AR,AREZZO,AREZZO,VIA DELLA MINERVA,11.884172,43.462700
051002,AR,AREZZO,AREZZO,VIA DELLA REGGHIA,11.914157,43.453973
051002,AR,AREZZO,AREZZO,VIA DELLA ROBBIA,11.879726,43.444439
051002,AR,AREZZO,AREZZO,VIA DELLA SOCIETA' OPERAIA,11.878790,43.460869
051002,AR,AREZZO,AREZZO,VIA DELL'ACROPOLI,11.887894,43.460137
051002,AR,AREZZO,AREZZO,VIA DELL'AGONIA,11.882455,43.463691
051002,AR,AREZZO,AREZZO,VIA DELLE BIOLE,11.851263,43.476163
051002,AR,AREZZO,,VIA DELLE CAPANNELLE,11.759210,43.520429
051002,AR,AREZZO,AREZZO,VIA DELLE CONSERVE,11.907739,43.462156
051002,AR,AREZZO,,VIA DELLE CONSERVE,11.913349,43.465596
051002,AR,AREZZO,AREZZO,VIA DELLE FONTI,11.908919,43.454601
051002,AR,AREZZO,AREZZO,VIA DELLE FOSSE,11.879318,43.469047
051002,AR,AREZZO,AREZZO,VIA DELLE GALLIARDE,11.885706,43.461271
051002,AR,AREZZO,AREZZO,VIA DELLE MURA,11.886568,43.462374
051002,AR,AREZZO,AREZZO,VIA DELLE PANIERE,11.880007,43.469324
051002,AR,AREZZO,AREZZO,VIA DELLE ROSE,11.875266,43.464524
051002,AR,AREZZO,AREZZO,VIA DELLE VIGNACCE,11.916004,43.455728
051002,AR,AREZZO,,VIA DELLO SCOPETONE,11.922733,43.446739
051002,AR,AREZZO,AREZZO,VIA DELL'ORCIOLAIA,11.863602,43.469873
051002,AR,AREZZO,AREZZO,VIA DELL'ORTO,11.883112,43.466243
051002,AR,AREZZO,AREZZO,VIA DI CA' CI0',11.882887,43.492056
051002,AR,AREZZO,AREZZO,VIA DI CASTELSECCO,11.897047,43.450565
051002,AR,AREZZO,,VIA DI COGNAIA,11.918586,43.464220
051002,AR,AREZZO,,VIA DI MONTIONE,11.850414,43.484857
051002,AR,AREZZO,,VIA DI PENETO,11.951779,43.449885
051002,AR,AREZZO,AREZZO,VIA DI PESCAIA,11.883464,43.464212
051002,AR,AREZZO,,VIA DI POGGIO DELLA FONTE,11.924785,43.465113
051002,AR,AREZZO,AREZZO,VIA DI SAN FABIANO,11.898160,43.472597
051002,AR,AREZZO,,VIA DI SAN FABIANO,11.901219,43.473591
051002,AR,AREZZO,AREZZO,VIA DI SAN FILIPPO,11.893999,43.472903
051002,AR,AREZZO,AREZZO,VIA DIAZ,11.867792,43.458403
051002,AR,AREZZO,AREZZO,VIA DIETRO LE CAMPANE,11.885233,43.462296
051002,AR,AREZZO,AREZZO,VIA DIVISIONE GARIBALDI,11.892411,43.455530
051002,AR,AREZZO,AREZZO,VIA DOMENICO CAMPANACCI,11.897207,43.460901
051002,AR,AREZZO,AREZZO,VIA DOMENICO CIMAROSA,11.843166,43.476419
051002,AR,AREZZO,AREZZO,VIA DOMENICO GHIRLANDAIO,11.887320,43.455269
051002,AR,AREZZO,AREZZO,VIA DON LUIGI STURZO,11.846565,43.464742
051002,AR,AREZZO,AREZZO,VIA DON ORIONE,11.853766,43.464388
051002,AR,AREZZO,,VIA DUCCIO DI BUONINSEGNA,11.879133,43.454239
051002,AR,AREZZO,AREZZO,VIA DUOMO VECCHIO,11.873497,43.461199
051002,AR,AREZZO,,VIA EMANUELE PETRI,11.854530,43.459350
051002,AR,AREZZO,,VIA EMILIA,11.876037,43.472158
051002,AR,AREZZO,AREZZO,VIA EMILIO VEZZOSI,11.875711,43.456507
051002,AR,AREZZO,AREZZO,VIA ENRICO FERMI,11.862739,43.470127
051002,AR,AREZZO,AREZZO,VIA ENRICO GRAZI,11.896832,43.462197
051002,AR,AREZZO,AREZZO,VIA ERBOSA,11.886676,43.456016
051002,AR,AREZZO,AREZZO,VIA ERITREA,11.876561,43.462630
051002,AR,AREZZO,AREZZO,VIA ERNESTO ROSSI,11.836355,43.460669
051002,AR,AREZZO,AREZZO,VIA EUGENIO CALO',11.899725,43.461360
051002,AR,AREZZO,AREZZO,VIA EUGENIO MONTALE,11.858115,43.451940
051002,AR,AREZZO,AREZZO,VIA EUGENIO SCHIAPARELLI,11.869288,43.455328
051002,AR,AREZZO,AREZZO,VIA EVANGELISTA TORRICELLI,11.863098,43.469230
051002,AR,AREZZO,AREZZO,VIA FABIO FILZI,11.873951,43.458600
051002,AR,AREZZO,AREZZO,VIA FALCIAI,11.912470,43.459660
051002,AR,AREZZO,AREZZO,VIA FERDINANDO MAGELLANO,11.865346,43.457819
051002,AR,AREZZO,AREZZO,VIA FILIPPO LIPPI,11.873100,43.464156
051002,AR,AREZZO,AREZZO,VIA FIORENTINA,11.861090,43.471235
051002,AR,AREZZO,AREZZO,VIA FIRENZE,11.869154,43.470389
051002,AR,AREZZO,AREZZO,VIA FONTE VENEZIANA,11.890963,43.463821
051002,AR,AREZZO,AREZZO,VIA FONTEBRANDA,11.889708,43.481605
051002,AR,AREZZO,LA FILANDRA,VIA FONTEBRANDA,11.894902,43.481784
051002,AR,AREZZO,,VIA FONTEBRANDA,11.907189,43.484438
051002,AR,AREZZO,,VIA FRA' GIROLAMO SAVONAROLA,11.862992,43.464571
051002,AR,AREZZO,AREZZO,VIA FRA' GUITTONE,11.874955,43.464013
051002,AR,AREZZO,AREZZO,VIA FRA LE TORRI,11.884737,43.462878
051002,AR,AREZZO,AREZZO,VIA FRANCESCO BARACCA,11.845377,43.461251
051002,AR,AREZZO,AREZZO,VIA FRANCESCO CORADINI,11.893761,43.465622
051002,AR,AREZZO,AREZZO,VIA FRANCESCO CRISPI,11.881892,43.460817
051002,AR,AREZZO,,VIA FRANCESCO FERRUCCI,11.861047,43.462266
051002,AR,AREZZO,AREZZO,VIA FRANCESCO FOLLI,11.891957,43.461142
051002,AR,AREZZO,AREZZO,VIA FRANCESCO GAMURRINI,11.891149,43.465982
051002,AR,AREZZO,AREZZO,VIA FRANCESCO LAPARELLI PITTI,11.854610,43.465128
051002,AR,AREZZO,AREZZO,VIA FRANCESCO MOCHI,11.875187,43.474058
051002,AR,AREZZO,AREZZO,VIA FRANCESCO PETRARCA,11.876459,43.464220
051002,AR,AREZZO,AREZZO,VIA FRANCESCO REDI,11.901179,43.461684
051002,AR,AREZZO,AREZZO,VIA FRANCESCO RISMONDO,11.872971,43.457871
051002,AR,AREZZO,AREZZO,VIA FRANCESCO SEVERI,11.912316,43.456536
051002,AR,AREZZO,,VIA FRATELLI LUMIÈRE,11.847281,43.471532
051002,AR,AREZZO,AREZZO,VIA FUNGHINI,11.907006,43.458029
051002,AR,AREZZO,AREZZO,VIA GAETANO DONIZETTI,11.840459,43.476151
051002,AR,AREZZO,,VIA GALILEO FERRARIS,11.856039,43.468088
051002,AR,AREZZO,AREZZO,VIA GALILEO GALILEI,11.857799,43.471306
051002,AR,AREZZO,AREZZO,VIA GALLIANO,11.872371,43.455576
051002,AR,AREZZO,AREZZO,VIA GENERALE ARIMONDI,11.868085,43.453549
051002,AR,AREZZO,AREZZO,VIA GENERALE DA BORMIDA,11.873443,43.452221
051002,AR,AREZZO,AREZZO,VIA GENOVA,11.870702,43.470908
051002,AR,AREZZO,AREZZO,VIA GHIBELLINA,11.878286,43.469456
051002,AR,AREZZO,AREZZO,VIA GIACOMO LEOPARDI,11.866684,43.449685
051002,AR,AREZZO,AREZZO,VIA GIACOMO PUCCINI,11.843052,43.472789
051002,AR,AREZZO,AREZZO,VIA GIAMBATTISTA VICO,11.849785,43.467213
051002,AR,AREZZO,AREZZO,VIA GIAMBOLOGNA,11.890066,43.458255
051002,AR,AREZZO,AREZZO,VIA GINO CAPPONI,11.862645,43.450178
051002,AR,AREZZO,AREZZO,VIA GINO SEVERINI,11.891964,43.453691
051002,AR,AREZZO,AREZZO,VIA GIOACCHINO ROSSINI,11.841497,43.477564
051002,AR,AREZZO,AREZZO,VIA GIORDANO BRUNO,11.852671,43.462671
051002,AR,AREZZO,AREZZO,VIA GIORGIO VASARI,11.884012,43.465263
051002,AR,AREZZO,AREZZO,VIA GIOSUE' CARDUCCI,11.880867,43.465507
051002,AR,AREZZO,AREZZO,VIA GIOVANBATTISTA MORGAGNI,11.854953,43.470347
051002,AR,AREZZO,AREZZO,VIA GIOVANNI ACUTO,11.863360,43.461126
051002,AR,AREZZO,AREZZO,VIA GIOVANNI BERCHET,11.858413,43.448940
051002,AR,AREZZO,AREZZO,VIA GIOVANNI CABOTO,11.868971,43.457203
051002,AR,AREZZO,AREZZO,VIA GIOVANNI CIMABUE,11.891841,43.456955
051002,AR,AREZZO,AREZZO,VIA GIOVANNI COCCI,11.895434,43.464350
051002,AR,AREZZO,AREZZO,VIA GIOVANNI DA VERRAZZANO,11.866916,43.457462
051002,AR,AREZZO,AREZZO,VIA GIOVANNI FABBRONI,11.872108,43.454775
051002,AR,AREZZO,AREZZO,VIA GIOVANNI FATTORI,11.882190,43.453393
051002,AR,AREZZO,AREZZO,VIA GIOVANNI GABOTO,11.868259,43.456423
051002,AR,AREZZO,AREZZO,VIA GIOVANNI PAPINI,11.857321,43.449257
051002,AR,AREZZO,AREZZO,VIA GIOVANNI PASCOLI,11.863909,43.448261
051002,AR,AREZZO,AREZZO,VIA GIOVANNI SEVERI,11.917130,43.452941
051002,AR,AREZZO,AREZZO,VIA GIOVANNI VERGA,11.867148,43.450875
051002,AR,AREZZO,AREZZO,VIA GIOVANNI XXIII,11.863522,43.459772
051002,AR,AREZZO,AREZZO,VIA GIULIO PASTORE,11.839538,43.463769
051002,AR,AREZZO,AREZZO,VIA GIULIO SALVADORI,11.864585,43.448505
051002,AR,AREZZO,AREZZO,VIA GIUSEPPE DI VITTORIO,11.863206,43.460063
051002,AR,AREZZO,AREZZO,VIA GIUSEPPE GARIBALDI,11.879742,43.465347
051002,AR,AREZZO,AREZZO,VIA GIUSEPPE GIUSTI,11.865264,43.452078
051002,AR,AREZZO,AREZZO,VIA GIUSEPPE LASCHI,11.865640,43.463515
051002,AR,AREZZO,AREZZO,VIA GIUSEPPE MAZZINI,11.883079,43.463702
051002,AR,AREZZO,AREZZO,VIA GIUSEPPE PARINI,11.855554,43.459656
051002,AR,AREZZO,AREZZO,VIA GIUSEPPE PIETRI,11.882134,43.470757
051002,AR,AREZZO,AREZZO,VIA GIUSEPPE SANARELLI,11.895207,43.465756
051002,AR,AREZZO,AREZZO,VIA GIUSEPPE TONIOLO,11.846678,43.464661
051002,AR,AREZZO,AREZZO,VIA GIUSEPPE UNGARETTI,11.858710,43.455901
051002,AR,AREZZO,,VIA GIUSEPPE VERDI,11.878074,43.461418
051002,AR,AREZZO,AREZZO,VIA GRANDI,11.821736,43.457556
051002,AR,AREZZO,AREZZO,VIA GREGORIO X,11.889631,43.470495
051002,AR,AREZZO,AREZZO,VIA GUELFA,11.873991,43.456224
051002,AR,AREZZO,AREZZO,VIA GUGLIELMINO DEGLI UMBERTINI,11.853765,43.470745
051002,AR,AREZZO,AREZZO,VIA GUGLIELMO CHIARINI,11.860630,43.449639
051002,AR,AREZZO,,VIA GUGLIELMO CHIARINI,11.849920,43.451085
051002,AR,AREZZO,,VIA GUGLIELMO DEGLI UBERTINI,11.853405,43.470454
051002,AR,AREZZO,AREZZO,VIA GUGLIELMO DURANTI,11.900232,43.460492
051002,AR,AREZZO,AREZZO,VIA GUGLIELMO MARCONI,11.876832,43.463341
051002,AR,AREZZO,AREZZO,VIA GUGLIELMO OBERDAN,11.882788,43.463134
051002,AR,AREZZO,,VIA GUIDO GUINICELLI,11.890814,43.464385
051002,AR,AREZZO,AREZZO,VIA GUIDO MONACO,11.878329,43.463258
051002,AR,AREZZO,AREZZO,VIA GUIDO TARLATI,11.883361,43.471094
051002,AR,AREZZO,,VIA IGINO COCCHI,11.838651,43.471772
051002,AR,AREZZO,AREZZO,VIA IPPOLITA DEGLI AZZI,11.890490,43.461569
051002,AR,AREZZO,AREZZO,VIA IPPOLITO ROSSELLINO,11.868462,43.454478
051002,AR,AREZZO,AREZZO,VIA ISAAC NEWTON,11.846838,43.470856
051002,AR,AREZZO,AREZZO,VIA ISIDORO DEL LUNGO,11.878722,43.465788
051002,AR,AREZZO,AREZZO,VIA ISONZO,11.877264,43.458545
051002,AR,AREZZO,AREZZO,VIA IV NOVEMBRE,11.869767,43.453067
051002,AR,AREZZO,AREZZO,VIA JAMES COOK,11.864018,43.457273
051002,AR,AREZZO,,VIA JOHN FITZGERALD KENNEDY,11.866097,43.458273
051002,AR,AREZZO,,VIA LAMA,11.850490,43.546222
051002,AR,AREZZO,AREZZO,VIA LAZIO,11.873682,43.471134
051002,AR,AREZZO,AREZZO,VIA LAZZARO SPALLANZANI,11.857126,43.471282
051002,AR,AREZZO,AREZZO,VIA LEGA,11.890787,43.452719
051002,AR,AREZZO,AREZZO,VIA LEON BATTISTA ALBERTI,11.875027,43.459441
051002,AR,AREZZO,AREZZO,VIA LEONARDO BRUNI,11.894079,43.464109
051002,AR,AREZZO,AREZZO,VIA LEONE LEONI,11.875764,43.467395
051002,AR,AREZZO,,VIA LEONIDA MARTINI,11.849496,43.479371
051002,AR,AREZZO,AREZZO,VIA LIBIA,11.876532,43.455669
051002,AR,AREZZO,AREZZO,VIA LICIO NENCETTI,11.883196,43.461257
051002,AR,AREZZO,AREZZO,VIA LIGURIA,11.874433,43.473794
051002,AR,AREZZO,AREZZO,VIA LORENTINO D'AREZZO,11.877497,43.461969
051002,AR,AREZZO,AREZZO,VIA LORENZO GUAZZESI,11.898598,43.459653
051002,AR,AREZZO,AREZZO,VIA LORENZO PIGNOTTI,11.865792,43.449740
051002,AR,AREZZO,AREZZO,VIA LORENZO VIANI,11.892653,43.453671
051002,AR,AREZZO,AREZZO,VIA LOUIS PASTEUR,11.843022,43.469528
051002,AR,AREZZO,AREZZO,VIA LUCA PACIOLI,11.902122,43.458815
051002,AR,AREZZO,AREZZO,VIA LUIGI CAPUANA,11.865065,43.449044
051002,AR,AREZZO,AREZZO,VIA LUIGI GALVANI,11.847305,43.467424
051002,AR,AREZZO,AREZZO,VIA LUIGI NONO,11.844832,43.477126
051002,AR,AREZZO,AREZZO,VIA LUNA,11.860022,43.465499
051002,AR,AREZZO,AREZZO,VIA MACALLE',11.884625,43.460956
051002,AR,AREZZO,AREZZO,VIA MADAME MARIE CURIE,11.844730,43.470098
051002,AR,AREZZO,AREZZO,VIA MADONNA DEL PRATO,11.879034,43.462899
051002,AR,AREZZO,AREZZO,VIA MADONNA LAURA,11.881940,43.468192
051002,AR,AREZZO,AREZZO,VIA MAESTRI DEL LAVORO,11.860852,43.456518
051002,AR,AREZZO,,VIA MAGGIORE TOSELLI,11.867802,43.453342
051002,AR,AREZZO,SAN POLO,VIA MANCINI,11.911592,43.483136
051002,AR,AREZZO,,VIA MANCINI,11.911664,43.483441
051002,AR,AREZZO,AREZZO,VIA MANNINI,11.881423,43.462983
051002,AR,AREZZO,AREZZO,VIA MARCANTONIO CESTI,11.877492,43.456904
051002,AR,AREZZO,AREZZO,VIA MARCELLO MALPIGHI,11.852287,43.471278
051002,AR,AREZZO,AREZZO,VIA MARCILLAT,11.876710,43.463001
051002,AR,AREZZO,AREZZO,VIA MARCO PERENNIO,11.871725,43.469205
051002,AR,AREZZO,AREZZO,VIA MARCO POLO,11.868818,43.456415
051002,AR,AREZZO,AREZZO,VIA MARGARITONE,11.880001,43.461237
051002,AR,AREZZO,AREZZO,VIA MARTE,11.860411,43.464966
051002,AR,AREZZO,AREZZO,VIA MARTIRI DI CIVITELLA,11.849150,43.464212
051002,AR,AREZZO,AREZZO,VIA MASACCIO,11.872356,43.458583
051002,AR,AREZZO,AREZZO,VIA MATRIGNANO,11.911538,43.450552
051002,AR,AREZZO,,VIA MATRIGNANO,11.910852,43.446100
051002,AR,AREZZO,,VIA MATTEO RICCI,11.868229,43.456343
051002,AR,AREZZO,AREZZO,VIA MEDAGLIE D'ORO,11.855391,43.458723
051002,AR,AREZZO,AREZZO,VIA MERCURIO,11.858593,43.464558
051002,AR,AREZZO,AREZZO,VIA MICHELANGELO DA CARAVAGGIO,11.888663,43.457516
051002,AR,AREZZO,AREZZO,VIA MINCIO,11.873952,43.454161
051002,AR,AREZZO,AREZZO,VIA MINO DA POPPI,11.887814,43.461115
051002,AR,AREZZO,AREZZO,VIA MODESTA ROSSI,11.883346,43.461540
051002,AR,AREZZO,AREZZO,VIA MOGADISCIO,11.864717,43.451703
051002,AR,AREZZO,AREZZO,VIA MOLINARA,11.822762,43.462263
051002,AR,AREZZO,I SADOTTI,VIA MOLINARA,11.835432,43.469193
051002,AR,AREZZO,,VIA MOLINARA,11.828613,43.468226
051002,AR,AREZZO,,VIA MONSIGNOR ANGIOLINO TAFI,11.900433,43.457972
051002,AR,AREZZO,AREZZO,VIA MONSIGNORE EMANUELE MIGNONE,11.901529,43.460824
051002,AR,AREZZO,AREZZO,VIA MONTANARA,11.871473,43.456765
