codiceistat,siglaprov,comune,localita,indirizzo,long,lat
051001,AR,ANGHIARI,ANGHIARI,CORSO GIACOMO MATTEOTTI,12.054382,43.540994
051001,AR,ANGHIARI,,EX STRADA PROVINCIALE PER PIEVE SANTO STEFANO,12.035901,43.577601
051001,AR,ANGHIARI,ANGHIARI,IL POGGIOLINO,12.056916,43.541069
051001,AR,ANGHIARI,VALIALLE,LOCALITA' CASALE,12.033668,43.525618
051001,AR,ANGHIARI,,LOCALITA' CASALE,12.001381,43.514983
051001,AR,ANGHIARI,BAGNAIA,LOCALITA' CATIGLIANO,12.056313,43.479551
051001,AR,ANGHIARI,CATIGLIANO,LOCALITA' CATIGLIANO,12.070864,43.501967
051001,AR,ANGHIARI,,LOCALITA' CATIGLIANO,12.058015,43.476300
051001,AR,ANGHIARI,SCHEGGIA,LOCALITA' LA SCHEGGIA,11.964414,43.548000
051001,AR,ANGHIARI,,LOCALITA' LA SCHEGGIA,11.973818,43.546277
051001,AR,ANGHIARI,CARMINE,LOCALITA' MOTINA,12.026449,43.565582
051001,AR,ANGHIARI,,LOCALITA' MOTINA,12.041553,43.563259
051001,AR,ANGHIARI,BAGNOLO II,LOCALITA' PONTE ALLA PIERA,12.016660,43.586236
051001,AR,ANGHIARI,PONTE ALLA PIERA,LOCALITA' PONTE ALLA PIERA,11.991987,43.586158
051001,AR,ANGHIARI,BERTINE,LOCALITA' SAN LEO,12.086277,43.529008
051001,AR,ANGHIARI,TUBBIANO,LOCALITA' SAN LEO,12.082186,43.535169
051001,AR,ANGHIARI,,LOCALITA' SAN LEO,12.094458,43.527630
051001,AR,ANGHIARI,FOSSA,LOCALITA' SAN LORENZO,12.045878,43.528035
051001,AR,ANGHIARI,SAN LORENZO,LOCALITA' SAN LORENZO,12.064796,43.522541
051001,AR,ANGHIARI,,LOCALITA' SAN LORENZO,12.065075,43.525946
051001,AR,ANGHIARI,MULINELLO,LOCALITA' SANTO STEFANO,12.077929,43.543549
051001,AR,ANGHIARI,,LOCALITA' SANTO STEFANO,12.081550,43.544844
051001,AR,ANGHIARI,BAGNOLO I,LOCALITA' TAVERNELLE,12.024473,43.557302
051001,AR,ANGHIARI,CAPPUCCINI DI MONTAUTO,LOCALITA' TAVERNELLE,12.013553,43.552094
051001,AR,ANGHIARI,GUALCHIERA (BAGNOLO),LOCALITA' TAVERNELLE,12.018579,43.565120
051001,AR,ANGHIARI,,LOCALITA' TAVERNELLE,12.013533,43.548187
051001,AR,ANGHIARI,PALAZZO,LOCALITA' TOPPOLE,12.063635,43.506537
051001,AR,ANGHIARI,SCOIANO,LOCALITA' TOPPOLE,12.061651,43.509840
051001,AR,ANGHIARI,TOPPOLE,LOCALITA' TOPPOLE,12.023743,43.496359
051001,AR,ANGHIARI,,LOCALITA' TOPPOLE,12.029116,43.498962
051001,AR,ANGHIARI,VIAIO,LOCALITA' VIAIO,12.063601,43.567829
051001,AR,ANGHIARI,,LOCALITA' VIAIO,12.054477,43.573165
051001,AR,ANGHIARI,ANGHIARI,PIAZZA BALDACCIO,12.054693,43.540779
051001,AR,ANGHIARI,ANGHIARI,PIAZZA DEL POPOLO,12.057034,43.540638
051001,AR,ANGHIARI,ANGHIARI,PIAZZA DIVISIONE GARIBALDI,12.063615,43.542558
051001,AR,ANGHIARI,ANGHIARI,PIAZZA EDMONDO DE AMICIS,12.055211,43.540929
051001,AR,ANGHIARI,ANGHIARI,PIAZZA GOFFREDO MAMELI,12.056303,43.540713
051001,AR,ANGHIARI,ANGHIARI,PIAZZA II AGOSTO,12.061515,43.541122
051001,AR,ANGHIARI,ANGHIARI,PIAZZA IV NOVEMBRE,12.054388,43.541709
051001,AR,ANGHIARI,ANGHIARI,PIAZZETTA BADIA,12.056091,43.540632
051001,AR,ANGHIARI,ANGHIARI,PIAZZETTA DELLA CROCE,12.051409,43.540285
051001,AR,ANGHIARI,ANGHIARI,PIAZZETTA DELLA FONTE,12.054936,43.541060
051001,AR,ANGHIARI,,STRADA COMUNALE CA' DI GORO,11.987237,43.586462
051001,AR,ANGHIARI,,STRADA COMUNALE DEL BAGNOLO,12.024187,43.546722
051001,AR,ANGHIARI,,STRADA COMUNALE DI PONTE ALLA PIERA,11.995627,43.586993
051001,AR,ANGHIARI,,STRADA COMUNALE TOPPOLE,12.006762,43.521490
051001,AR,ANGHIARI,TAVERNELLE,STRADA PROVINCIALE DELLA LIBBIA (N.43),12.026577,43.543389
051001,AR,ANGHIARI,,STRADA PROVINCIALE DELLA LIBBIA (N.43),12.023909,43.545435
051001,AR,ANGHIARI,MOTINA,STRADA PROVINCIALE DI CAPRESE MICHELANGELO (N.47),12.037079,43.574392
051001,AR,ANGHIARI,,STRADA PROVINCIALE DI CAPRESE MICHELANGELO (N.47),12.035061,43.578393
051001,AR,ANGHIARI,,STRADA PROVINCIALE LIBBIA (N.43),11.930886,43.550249
051001,AR,ANGHIARI,,STRADA PROVINCIALE PER PONTE ALLA PIERA,12.021579,43.567170
051001,AR,ANGHIARI,SAN LEO,STRADA STATALE SENESE ARETINA (N.73),12.091723,43.534087
051001,AR,ANGHIARI,,STRADA STATALE SENESE ARETINA (N.73),12.090303,43.532499
051001,AR,ANGHIARI,,STRADA VICINALE DEL FILO,12.041848,43.570396
051001,AR,ANGHIARI,SAN LEO,STRADA VICINALE DEL GHETTO,12.096839,43.533872
051001,AR,ANGHIARI,,STRADA VICINALE DEL GHETTO,12.097510,43.533319
051001,AR,ANGHIARI,,STRADA VICINALE DEL GIOGO,12.084728,43.536575
051001,AR,ANGHIARI,,STRADA VICINALE DEL MULINACCIO,12.096371,43.537442
051001,AR,ANGHIARI,,STRADA VICINALE DI ALBIANO,12.037767,43.580105
051001,AR,ANGHIARI,,STRADA VICINALE DI CASANOVA,12.074874,43.537600
051001,AR,ANGHIARI,MOTINA,STRADA VICINALE DI MUTALE,12.039109,43.573229
051001,AR,ANGHIARI,,STRADA VICINALE DI PAIOLO,12.034308,43.575783
051001,AR,ANGHIARI,MOTINA,STRADA VICINALE DI RIMAGGIO,12.038708,43.574745
051001,AR,ANGHIARI,TUBBIANO,STRADA VICINALE DI TUBBIANO,12.082491,43.535312
051001,AR,ANGHIARI,PONTE ALLA PIERA,STRADA VICINALE SAVORGNANO,11.989400,43.586209
051001,AR,ANGHIARI,ANGHIARI,VIA ALESSANDRO VOLTA,12.062989,43.540917
051001,AR,ANGHIARI,ANGHIARI,VIA ANTERO MEOZZI,12.050069,43.541702
051001,AR,ANGHIARI,ANGHIARI,VIA ANTONIO DA ANGHIARI,12.048023,43.545387
051001,AR,ANGHIARI,,VIA ANTONIO DA ANGHIARI,12.048642,43.545763
051001,AR,ANGHIARI,ANGHIARI,VIA ANTONIO MEUCCI,12.063442,43.542033
051001,AR,ANGHIARI,ANGHIARI,VIA ANTONIO PACINOTTI,12.061122,43.542328
051001,AR,ANGHIARI,ANGHIARI,VIA CAMPO DELLA FIERA,12.054125,43.538769
051001,AR,ANGHIARI,ANGHIARI,VIA CRISTOFANO DA MODIGLIANA,12.053917,43.538402
051001,AR,ANGHIARI,ANGHIARI,VIA CUPA,12.060357,43.541714
051001,AR,ANGHIARI,TAVERNELLE,VIA DEI FABBRI,12.027540,43.543665
051001,AR,ANGHIARI,,VIA DEI FABBRI,12.027848,43.543765
051001,AR,ANGHIARI,ANGHIARI,VIA DEI GUARDIANI,12.054657,43.536860
051001,AR,ANGHIARI,ANGHIARI,VIA DEI MATASSI,12.055498,43.537092
051001,AR,ANGHIARI,ANGHIARI,VIA DEI TAGLIESCHI,12.056024,43.540553
051001,AR,ANGHIARI,TAVERNELLE,VIA DEI TINTORI,12.025485,43.542933
051001,AR,ANGHIARI,ANGHIARI,VIA DEL CARMINE,12.048694,43.543861
051001,AR,ANGHIARI,,VIA DEL CARMINE,12.046898,43.545693
051001,AR,ANGHIARI,ANGHIARI,VIA DEL CASTELLO ANTICO,12.057618,43.540675
051001,AR,ANGHIARI,ANGHIARI,VIA DEL COMUNE,12.064529,43.542797
051001,AR,ANGHIARI,ANGHIARI,VIA DEL CROCIFISSO,12.056117,43.535948
051001,AR,ANGHIARI,SAN LEO,VIA DEL GHETTO,12.096199,43.535038
051001,AR,ANGHIARI,ANGHIARI,VIA DEL GIOCO,12.059023,43.544646
051001,AR,ANGHIARI,,VIA DEL GIOCO,12.059135,43.544323
051001,AR,ANGHIARI,ANGHIARI,VIA DEL MOLIN BIANCO,12.062441,43.544704
051001,AR,ANGHIARI,,VIA DEL MOLIN BIANCO,12.065614,43.548165
051001,AR,ANGHIARI,ANGHIARI,VIA DEL PONTE DEI SOSPIRI,12.055827,43.545517
051001,AR,ANGHIARI,ANGHIARI,VIA DEL TEATRO,12.054728,43.541759
051001,AR,ANGHIARI,ANGHIARI,VIA DELLA BATTAGLIA,12.061314,43.543787
051001,AR,ANGHIARI,ANGHIARI,VIA DELLA BOZZIA,12.053192,43.540931
051001,AR,ANGHIARI,TAVERNELLE,VIA DELLA CHIESA,12.027033,43.544865
051001,AR,ANGHIARI,,VIA DELLA CHIESA,12.028333,43.545230
051001,AR,ANGHIARI,ANGHIARI,VIA DELLA FOSSA,12.053661,43.537621
051001,AR,ANGHIARI,,VIA DELLA FOSSA,12.051630,43.536240
051001,AR,ANGHIARI,ANGHIARI,VIA DELLA GIARDINELLA,12.057278,43.536289
051001,AR,ANGHIARI,ANGHIARI,VIA DELLA MISERICORDIA,12.057264,43.540979
051001,AR,ANGHIARI,ANGHIARI,VIA DELLA PROPOSITURA,12.055532,43.540090
051001,AR,ANGHIARI,ANGHIARI,VIA DELLA TOMBA,12.056630,43.540171
051001,AR,ANGHIARI,ANGHIARI,VIA DELLA TORRE,12.055958,43.540385
051001,AR,ANGHIARI,ANGHIARI,VIA DELL'ACQUEDOTTO,12.055072,43.541996
051001,AR,ANGHIARI,ANGHIARI,VIA DELLE MURA DI SOPRA,12.057805,43.540889
051001,AR,ANGHIARI,ANGHIARI,VIA DELLE MURA DI SOTTO,12.057761,43.540940
051001,AR,ANGHIARI,ANGHIARI,VIA DELL'INTOPPO,12.060387,43.539278
051001,AR,ANGHIARI,ANGHIARI,VIA DELLO SPIRITO SANTO,12.051684,43.542548
051001,AR,ANGHIARI,TAVERNELLE,VIA DELL'OSTERIA DI TAVERNELLE,12.027012,43.542187
051001,AR,ANGHIARI,SAN LEO,VIA DI CORSANO,12.092065,43.533254
051001,AR,ANGHIARI,,VIA DI CORSANO,12.091472,43.530033
051001,AR,ANGHIARI,ANGHIARI,VIA DI MARAVILLE,12.065539,43.540002
051001,AR,ANGHIARI,ANGHIARI,VIA DI MONTEBELLO,12.056886,43.537861
051001,AR,ANGHIARI,,VIA DI MONTEBELLO,12.057616,43.537885
051001,AR,ANGHIARI,MOTINA,VIA DI MOTINA,12.036692,43.572142
051001,AR,ANGHIARI,ANGHIARI,VIA DI PALAZZOLO,12.058683,43.541804
051001,AR,ANGHIARI,ANGHIARI,VIA DIACINTO CERBONCELLI,12.054806,43.537427
051001,AR,ANGHIARI,SAN LEO,VIA DOGANA VECCHIA,12.088146,43.535117
051001,AR,ANGHIARI,ANGHIARI,VIA DOMENICO GUERRI,12.049692,43.541016
051001,AR,ANGHIARI,,VIA ENRICO FERMI,12.095453,43.537021
051001,AR,ANGHIARI,ANGHIARI,VIA ERNESTO BRUCIAMACCHIE,12.058715,43.543980
051001,AR,ANGHIARI,ANGHIARI,VIA FAUSTO VAGNETTI,12.050858,43.543271
051001,AR,ANGHIARI,,VIA FAUSTO VAGNETTI,12.052265,43.545189
051001,AR,ANGHIARI,ANGHIARI,VIA FEDERICO NOMI,12.048339,43.543409
051001,AR,ANGHIARI,PONTE ALLA PIERA,VIA FOSSATINO,11.992479,43.586016
051001,AR,ANGHIARI,,VIA FOSSATINO,11.996280,43.585811
051001,AR,ANGHIARI,ANGHIARI,VIA FRANCESCO NENCI,12.057138,43.540903
051001,AR,ANGHIARI,ANGHIARI,VIA GENERALE CARLO CORSI,12.055240,43.541044
051001,AR,ANGHIARI,ANGHIARI,VIA GHIGNONI,12.050102,43.541301
051001,AR,ANGHIARI,ANGHIARI,VIA GIORDANO BRUNO,12.055673,43.540827
051001,AR,ANGHIARI,SAN LEO,VIA GIORGIO VASARI,12.086044,43.535165
051001,AR,ANGHIARI,ANGHIARI,VIA GIOVANNI ANGIOLO VALLINI,12.057491,43.537103
051001,AR,ANGHIARI,ANGHIARI,VIA GIROLAMO CANINI,12.047771,43.544426
051001,AR,ANGHIARI,ANGHIARI,VIA GIUSEPPE GARIBALDI,12.056005,43.540916
051001,AR,ANGHIARI,ANGHIARI,VIA GIUSEPPE MAZZINI,12.054939,43.541567
051001,AR,ANGHIARI,ANGHIARI,VIA GUGLIELMO MARCONI,12.066689,43.541224
051001,AR,ANGHIARI,,VIA GUGLIELMO MARCONI,12.072380,43.540161
051001,AR,ANGHIARI,ANGHIARI,VIA INFRANTOIO,12.061250,43.542259
051001,AR,ANGHIARI,SAN LEO,VIA LEONARDO DA VINCI,12.088510,43.534410
051001,AR,ANGHIARI,,VIA LEONARDO DA VINCI,12.079286,43.536801
051001,AR,ANGHIARI,SAN LEO,VIA LEONE MAGNO,12.092903,43.534723
051001,AR,ANGHIARI,ANGHIARI,VIA MARTIRI DELLA LIBBIA,12.049492,43.540248
051001,AR,ANGHIARI,ANGHIARI,VIA NOVA,12.055945,43.542215
051001,AR,ANGHIARI,ANGHIARI,VIA POGGIO DEL SOLE,12.052168,43.541919
051001,AR,ANGHIARI,ANGHIARI,VIA TRIESTE,12.055321,43.540518
051001,AR,ANGHIARI,ANGHIARI,VIA XVI MARZO,12.057187,43.535980
051001,AR,ANGHIARI,ANGHIARI,VIA XVIII AGOSTO,12.056217,43.542425
051001,AR,ANGHIARI,ANGHIARI,VIA XXV LUGLIO,12.056091,43.540632
051001,AR,ANGHIARI,ANGHIARI,VIALE ANTONIO GRAMSCI,12.055682,43.543033
051001,AR,ANGHIARI,ANGHIARI,VIALE MARTIRI ANTIFASCISTI,12.062198,43.543051
051001,AR,ANGHIARI,ANGHIARI,VICOLO CHIASSOLO,12.056091,43.540632
051001,AR,ANGHIARI,,VICOLO DEGLI AMORI,12.055317,43.540451
051001,AR,ANGHIARI,,VICOLO DEL DESTINO,12.055611,43.541063
051001,AR,ANGHIARI,,VICOLO DEL POETA,12.055937,43.540715
051001,AR,ANGHIARI,,VICOLO DELLA PIAZZOLA,12.057531,43.540782
051001,AR,ANGHIARI,ANGHIARI,VICOLO DELLA PIAZZUOLA,12.057403,43.540766
051001,AR,ANGHIARI,ANGHIARI,VICOLO DI MONTELORO,12.054528,43.541981
051002,AR,AREZZO,,ACQUASTRINA,11.819982,43.480154
051002,AR,AREZZO,AREZZO,AGAZZI,11.834555,43.446570
051002,AR,AREZZO,ANTRIA,ANTRIA,11.910517,43.498724
051002,AR,AREZZO,,ANTRIA,11.911177,43.502661
051002,AR,AREZZO,AREZZO,BAGNAIA,11.851955,43.443148
051002,AR,AREZZO,AREZZO,BAGNORO,11.893794,43.433166
051002,AR,AREZZO,BATTIFOLLE-RUSCELLO-POGGIOLA,BATTIFOLLE,11.782336,43.443432
051002,AR,AREZZO,,BATTIFOLLE,11.783078,43.445703
051002,AR,AREZZO,CHIASSA-TREGOZZANO,BENEDUCI,11.891298,43.516581
051002,AR,AREZZO,AREZZO,BORGO SANTA CROCE,11.888202,43.463279
051002,AR,AREZZO,,C. BANCHETTI,11.883999,43.506875
051002,AR,AREZZO,AREZZO,C. CAFAGGIO,11.850764,43.398041
051002,AR,AREZZO,AREZZO,C. CEPPE,11.869118,43.433671
051002,AR,AREZZO,,C. CEPPE,11.867128,43.432390
051002,AR,AREZZO,PONTE BURIANO-CINCELLI,C. FISCHIO,11.792481,43.507417
051002,AR,AREZZO,,C. GELLO,11.878176,43.430740
051002,AR,AREZZO,AREZZO,C. MADONNA,11.874135,43.444980
051002,AR,AREZZO,,C. MADONNA,11.871935,43.442090
051002,AR,AREZZO,SAN POLO,C. NUOVA,11.914944,43.484786
051002,AR,AREZZO,,C. VALERI,11.811861,43.484448
051002,AR,AREZZO,,CA' DEI FRATI,11.825084,43.454757
051002,AR,AREZZO,,CA' DEI MIGNANI,11.897512,43.478368
051002,AR,AREZZO,QUARATA,CAMPOLUCINO,11.827929,43.501799
051002,AR,AREZZO,,CAMPOLUCINO,11.828310,43.501654
051002,AR,AREZZO,AREZZO,CANTO DEI BACCI,11.879693,43.466100
051002,AR,AREZZO,AREZZO,CANTO DELLA CROCE,11.878880,43.467940
051002,AR,AREZZO,AREZZO,CASA BIANCA,11.895192,43.362603
051002,AR,AREZZO,AREZZO,CASA SALVI,11.874258,43.498353
051002,AR,SUBBIANO,CASACCIOLA-BELVEDERE,CASACCIOLA,11.897479,43.537573
051002,AR,AREZZO,AREZZO,CASAGNI,11.858190,43.368986
051002,AR,AREZZO,AREZZO,CASALE,11.879254,43.434599
051002,AR,AREZZO,,CASALE,11.880077,43.433257
051002,AR,AREZZO,,CASINA,11.879906,43.494196
051002,AR,AREZZO,AREZZO,CECILIANO,11.868861,43.494061
051002,AR,AREZZO,STROPPIELLO,CECILIANO,11.864923,43.504621
051002,AR,AREZZO,,CECILIANO,11.863563,43.499878
051002,AR,AREZZO,,CERRETA,11.901994,43.506401
051002,AR,AREZZO,CHIASSA-TREGOZZANO,CHIASSA SUPERIORE,11.897522,43.530922
051002,AR,AREZZO,CHIASSA-TREGOZZANO,CHIASSA VECCHIA,11.894695,43.526271
051002,AR,AREZZO,,CICALETO,11.861287,43.432155
051002,AR,AREZZO,CHIASSA-TREGOZZANO,CIGGIANO,11.895278,43.506280
051002,AR,AREZZO,,CIGGIANO,11.900256,43.506648
051002,AR,AREZZO,PONTE BURIANO-CINCELLI,CINCELLI,11.798004,43.511218
051002,AR,AREZZO,,CINCELLI,11.794902,43.508747
051002,AR,AREZZO,AREZZO,CORSO ITALIA,11.880769,43.463177
051002,AR,AREZZO,DONATIELLA,DONATIELLA,11.985407,43.420399
051002,AR,AREZZO,PALAZZO DEL PERO,DONATIELLA,11.978918,43.420922
051002,AR,AREZZO,,DONATIELLA,11.981511,43.421018
051002,AR,AREZZO,PALAZZO DEL PERO,DUE FIUMI,11.975730,43.421170
051002,AR,AREZZO,,EMICICLO GIOVANNI PAOLO II,11.883033,43.467674
051002,AR,AREZZO,AREZZO,FIUME,11.909237,43.460607
051002,AR,AREZZO,AREZZO,FONDACCIO,11.875465,43.385135
051002,AR,AREZZO,AREZZO,FRASSINETO,11.844047,43.356490
051002,AR,AREZZO,AREZZO,GALLERIA CASENTINO,11.875267,43.460143
051002,AR,AREZZO,AREZZO,GALLERIA VALDARNO,11.875267,43.460143
051002,AR,AREZZO,AREZZO,GALLERIA VALDICHIANA,11.875267,43.460143
051002,AR,AREZZO,,GALLERIA VALTIBERINA,11.875844,43.460145
051002,AR,AREZZO,AREZZO,GAVILLE,11.876205,43.437038
051002,AR,AREZZO,,GAVILLE,11.877202,43.438504
051002,AR,AREZZO,GIOVI-PONTE ALLA CHIASSA,GIOVI,11.863397,43.526851
051002,AR,AREZZO,,GIOVI,11.860502,43.530951
051002,AR,AREZZO,,GLI ORTALI,11.831945,43.492277
051002,AR,AREZZO,,GREPPE,11.831731,43.511680
051002,AR,AREZZO,CHIASSA-TREGOZZANO,GUARNIENTE,11.894614,43.534906
051002,AR,AREZZO,PUGLIA,IL BOSCHETTO,11.883315,43.503452
051002,AR,AREZZO,PRATANTICO-INDICATORE,IL BOSCO,11.815900,43.480633
051002,AR,AREZZO,,IL BOSCO,11.815426,43.481835
051002,AR,AREZZO,,IL CASTELLO,11.865795,43.369059
051002,AR,AREZZO,AREZZO,IL CUCULO,11.819240,43.457872
051002,AR,AREZZO,AREZZO,IL GHETTO,11.886765,43.366696
051002,AR,AREZZO,AREZZO,IL MOLINO,11.852148,43.405221
051002,AR,AREZZO,,IL MOLINO,11.852953,43.405161
051002,AR,AREZZO,,IL PERO,11.849855,43.367839
051002,AR,AREZZO,BATTIFOLLE-RUSCELLO-POGGIOLA,IL POGGIO,11.787540,43.440089
051002,AR,AREZZO,,IMI,11.819510,43.483151
051002,AR,AREZZO,PRATANTICO-INDICATORE,INDICATORE,11.800000,43.483122
051002,AR,AREZZO,AREZZO,IRSI,11.884238,43.364433
051002,AR,AREZZO,PRATANTICO-INDICATORE,ISMN,11.811075,43.481421
051002,AR,AREZZO,AREZZO,IVIL,11.859029,43.379312
051002,AR,AREZZO,CAMPOLUCI,LA CASACCIA,11.836233,43.507028
051002,AR,AREZZO,,LA CASINA,11.832684,43.503772
051002,AR,AREZZO,AREZZO,LA CHIANICELLA,11.871493,43.492048
051002,AR,AREZZO,AREZZO,LA FILANDRA,11.894465,43.478753
051002,AR,AREZZO,LA FILANDRA,LA FILANDRA,11.895691,43.481359
051002,AR,AREZZO,AREZZO,LA MOSSA,11.857246,43.441616
051002,AR,AREZZO,,LA MOSSA,11.854768,43.440214
051002,AR,AREZZO,,LA PODERINA,11.925471,43.459012
051002,AR,AREZZO,QUARATA,LA RIPA,11.828835,43.496188
051002,AR,AREZZO,AREZZO,LA TORRE,11.864227,43.437535
051002,AR,AREZZO,CHIASSA-TREGOZZANO,LA TORRE,11.900089,43.534350
051002,AR,AREZZO,,LA TORRE,11.902026,43.534551
051002,AR,AREZZO,AREZZO,LARGO BENADIR,11.878697,43.469542
051002,AR,AREZZO,AREZZO,LARGO GINO SEVERINI,11.892408,43.453396
051002,AR,AREZZO,AREZZO,LARGO II GIUGNO,11.871511,43.451690
051002,AR,AREZZO,AREZZO,LARGO LUIGI PIRANDELLO,11.867949,43.449936
051002,AR,AREZZO,,LARGO PRIMO MAGGIO,11.862151,43.463544
051002,AR,AREZZO,AREZZO,LARGO TEVERE,11.874693,43.455493
051002,AR,AREZZO,AREZZO,LARGO VENEZIA,11.876744,43.471150
051002,AR,AREZZO,AREZZO,LARGO XVI LUGLIO,11.869286,43.452491
051002,AR,AREZZO,AREZZO,LE CAPANNE,11.854470,43.367707
051002,AR,AREZZO,AREZZO,LE FOSSE,11.842137,43.445902
051002,AR,AREZZO,,LE FOSSE,11.858979,43.473529
051002,AR,AREZZO,,LE PIETRE,11.900039,43.441259
051002,AR,AREZZO,PIAN DEI BOSCHI,LE VENERINE,11.804538,43.483988
051002,AR,AREZZO,,LE VENERINE,11.803365,43.484653
051002,AR,AREZZO,,LOCALITÀ AGAZZI ALTO,11.829733,43.448130
051002,AR,AREZZO,,LOCALITÀ AGAZZI BASSO,11.836206,43.447784
051002,AR,AREZZO,,LOCALITÀ ALBIANO,12.009422,43.457208
051002,AR,AREZZO,AREZZO,LOCALITA' ANTRIA,11.894878,43.494101
051002,AR,AREZZO,,LOCALITA' ANTRIA,11.915435,43.504382
051002,AR,AREZZO,ANTRIA,LOCALITA' ANTRIA IL MULINO,11.911059,43.497124
051002,AR,AREZZO,,LOCALITÀ BADIA SAN VERIANO,12.021535,43.483248
051002,AR,AREZZO,,LOCALITÀ BADICROCE,11.943625,43.400618
051002,AR,AREZZO,AREZZO,LOCALITA' BAGNORO,11.894501,43.437293
051002,AR,AREZZO,BATTIFOLLE-RUSCELLO-POGGIOLA,LOCALITA' BATTIFOLLE,11.787265,43.443520
051002,AR,AREZZO,,LOCALITÀ BATTIFOLLE CINGUETTA,11.780298,43.442724
051002,AR,AREZZO,,LOCALITÀ BATTIFOLLE MEZZACOLLINA,11.781560,43.443800
051002,AR,AREZZO,,LOCALITÀ BATTIFOLLE PODIRINA BASSA,11.788814,43.445706
051002,AR,AREZZO,,LOCALITA' BIVIGNANO,12.023792,43.443491
051002,AR,AREZZO,GIOVI-PONTE ALLA CHIASSA,LOCALITA' BORGO A GIOVI,11.868552,43.529419
051002,AR,AREZZO,,LOCALITÀ BORGO A GIOVI,11.861963,43.536846
051002,AR,AREZZO,,LOCALITA' BUON RIPOSO,11.832174,43.512495
051002,AR,AREZZO,,LOCALITÀ BUON RIPOSO,11.830265,43.519428
051002,AR,AREZZO,,LOCALITÀ CALBI,11.912659,43.413265
051002,AR,AREZZO,,LOCALITÀ CALDESI,11.963536,43.377191
051002,AR,AREZZO,CASA ALLA SISA,LOCALITA' CAMPOLUCI,11.833458,43.514777
051002,AR,AREZZO,,LOCALITA' CAMPOLUCI,11.832174,43.512495
051002,AR,AREZZO,,LOCALITÀ CAMPOLUCI,11.840555,43.507616
051002,AR,AREZZO,,LOCALITÀ CAMPRIANO,11.907001,43.524810
051002,AR,AREZZO,,LOCALITA' CAPANNE DI RIGUTINO,11.854689,43.369743
051002,AR,AREZZO,,LOCALITA' CASA AL CINCIO,11.770115,43.489004
051002,AR,AREZZO,,LOCALITÀ CASA AL CINCIO,11.758339,43.494863
051002,AR,AREZZO,,LOCALITÀ CASANUOVA DI CECILIANO,11.873875,43.496794
051002,AR,AREZZO,,LOCALITA' CASTELLONCHIO,12.008548,43.397418
051002,AR,AREZZO,AREZZO,LOCALITA' CHIANI,11.814128,43.460373
051002,AR,AREZZO,AREZZO,LOCALITA' CHIANI,11.812516,43.460279
051002,AR,AREZZO,,LOCALITA' CHIANI,11.812941,43.462088
051002,AR,AREZZO,,LOCALITA' CHIASSA CALDERINO,11.875071,43.518411
051002,AR,AREZZO,,LOCALITA' CHIASSA SUPERIORE,11.917507,43.537467
051002,AR,AREZZO,,LOCALITA' CHIASSA TERRIO,11.896066,43.536016
051002,AR,AREZZO,,LOCALITÀ CHIASSA TERRIO,11.894502,43.531356
051002,AR,AREZZO,,LOCALITA' CHIASSA VECCHIA,11.901471,43.526306
051002,AR,AREZZO,,LOCALITA' CHIASSA VICO,11.886257,43.530576
051002,AR,AREZZO,,LOCALITÀ CHIASSA VICOLO,11.885010,43.527247
051002,AR,AREZZO,,LOCALITA' CINCELLI,11.804892,43.514267
051002,AR,AREZZO,,LOCALITA' CONTEA,11.924729,43.533734
051002,AR,AREZZO,,LOCALITÀ DI SANTA FIORA,11.920545,43.449928
051002,AR,AREZZO,,LOCALITA' FONTEMURA,11.913293,43.489549
051002,AR,AREZZO,,LOCALITÀ FONTIANO,11.852847,43.407047
051002,AR,AREZZO,AREZZO,LOCALITA' FORTEZZA MEDICEA,11.887194,43.465303
051002,AR,AREZZO,,LOCALITA' FRASSINETO,11.837023,43.361473
051002,AR,AREZZO,AREZZO,LOCALITA' GAVILLE LA CROCINA,11.876796,43.436884
051002,AR,AREZZO,,LOCALITA' GELLO,11.925246,43.507202
051002,AR,AREZZO,,LOCALITÀ GIOVI LE CAVE,11.877914,43.528753
051002,AR,AREZZO,,LOCALITA' GIOVI LE LASTRE,11.878860,43.541617
051002,AR,AREZZO,,LOCALITÀ GRAGNONE,11.907193,43.419149
051002,AR,AREZZO,,LOCALITÀ GRAGNONE BOSSI,11.908892,43.418076
051002,AR,AREZZO,,LOCALITA' GRATENA,11.770420,43.461320
051002,AR,AREZZO,,LOCALITA' IL BIVIO,11.844494,43.436707
051002,AR,AREZZO,,LOCALITÀ IL BIVIO,11.851384,43.437184
051002,AR,AREZZO,AREZZO,LOCALITA' IL MATTO,11.847142,43.410125
051002,AR,AREZZO,TERRAROSSA,LOCALITA' IL MATTO,11.841308,43.403855
051002,AR,AREZZO,,LOCALITÀ IL MATTO,11.848678,43.409411
051002,AR,AREZZO,,LOCALITÀ INDICATORE ZONA A,11.803895,43.481401
051002,AR,AREZZO,,LOCALITÀ INDICATORE ZONA B,11.800579,43.482805
051002,AR,AREZZO,,LOCALITÀ INDICATORE ZONA C,11.802195,43.479051
051002,AR,AREZZO,,LOCALITÀ INDICATORE ZONA D,11.806446,43.474507
051002,AR,AREZZO,,LOCALITÀ INDICATORE ZONA E,11.801263,43.480345
051002,AR,AREZZO,,LOCALITÀ INDICATORE ZONA F,11.799963,43.482104
